section	nodeId	change	title	why	implFiles
cover-images	10296-5152	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10296-5157	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10296-5782	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10296-5787	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10296-6229	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10296-6234	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10404-3412	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10404-7943	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10404-7948	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
cover-images	10428-2145	ADDED	Cards ALT - Chicken	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
dice	10192-2949	ADDED	input/toggle	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
dice	10215-1015	ADDED	Screenshot 2026-08-24 at 11.07.00 AM 1	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11972-148909	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11972-148911	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-108638	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-110635	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11713-325487	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11713-325489	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11983-182765	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-269109	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11664-305415	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11664-305417	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11667-312280	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11667-312282	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11768-348943	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11875-44346	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11989-231980	ADDED	Frame 270	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-339138	ADDED	Frame 1000003943	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11991-233583	ADDED	Frame 1000003927	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-340705	ADDED	Frame 1000003944	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-342147	ADDED	Frame 1000003947	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11991-234531	ADDED	Frame 1000003928	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11992-238265	ADDED	Frame 1000003932	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-346606	ADDED	Frame 1000003952	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11991-235444	ADDED	Frame 298	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-343301	ADDED	Frame 1000003948	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11991-236624	ADDED	Frame 1000003929	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-344467	ADDED	Frame 1000003949	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11992-238112	ADDED	Frame 1000003931	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-346069	ADDED	Frame 1000003951	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-438810	ADDED	Frame 1000003976	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-243350	ADDED	Frame 1000003933	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-350033	ADDED	Frame 1000003956	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-251804	ADDED	Frame 1000003935	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12000-358605	ADDED	Frame 1000003960	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-254229	ADDED	Frame 270	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-364733	ADDED	Frame 1000003962	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-258706	ADDED	Frame 1000003936	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-367469	ADDED	Frame 1000003964	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-262492	ADDED	Frame 1000003937	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-371853	ADDED	Frame 1000003965	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-264962	ADDED	Frame 1000003938	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-375115	ADDED	Frame 1000003966	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-267880	ADDED	Frame 1000003939	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-377814	ADDED	Frame 1000003968	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-245136	ADDED	Frame 1000003934	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-352184	ADDED	Frame 1000003957	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12000-357680	ADDED	Frame 1000003959	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-246935	ADDED	Frame 272	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-352404	ADDED	Frame 1000003958	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11987-228392	ADDED	Frame 1000003925	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11987-228045	ADDED	Frame 1000003924	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11987-227622	ADDED	Frame 267	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-332332	ADDED	Frame 1000003940	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-332560	ADDED	Frame 1000003941	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-332847	ADDED	Frame 1000003942	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11670-313345	ADDED	Skai YV - deposited	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11706-321832	ADDED	Skai YV - deposited	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-451869	ADDED	Right menu	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-452042	ADDED	Right menu	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-429027	ADDED	Governance settings	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-429129	ADDED	Governance settings	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458073	ADDED	Lottery other values	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458091	ADDED	Lottery other values	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457080	ADDED	dropdown-1	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457116	ADDED	dropdown-1	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457089	ADDED	dropdown-2	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457125	ADDED	dropdown-2	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457134	ADDED	dropdown-activity	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457147	ADDED	dropdown-activity	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428912	ADDED	dropdown-proposals	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428919	ADDED	dropdown-proposals	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428926	ADDED	dropdown-proposals	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428981	ADDED	dropdown-proposals	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428952	ADDED	dropdown-proposals	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-429007	ADDED	dropdown-proposals	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458356	ADDED	dropdown-pool and treasury	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458371	ADDED	dropdown-pool and treasury	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458386	ADDED	dropdown-winners	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458395	ADDED	dropdown-winners	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11706-321906	ADDED	dropdown-yield vaults	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-426960	ADDED	dropdown-account	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-426968	ADDED	dropdown-account	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427035	ADDED	dropdown-account overview 3	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427042	ADDED	dropdown-account overview 4	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427103	ADDED	dropdown-tiers	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427168	ADDED	dropdown-tiers	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427118	ADDED	dropdown-tiers	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427198	ADDED	dropdown-tiers	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427183	ADDED	dropdown-period	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427159	ADDED	dropdown-period	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427133	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427139	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427192	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427213	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428935	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428961	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428990	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-429016	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-429231	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-429243	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432067	ADDED	dropdown-delegates	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432080	ADDED	dropdown-delegate type	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432102	ADDED	dropdown-delegates	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432115	ADDED	dropdown-delegate type	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432150	ADDED	dropdown-delegate type	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432155	ADDED	dropdown-delegate type	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432085	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-431830	ADDED	Claimed - not 100% represented	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432120	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455569	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455585	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456452	ADDED	dropdown-main	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456481	ADDED	dropdown-main	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456510	ADDED	dropdown-Active TWAPs	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456521	ADDED	dropdown-Active TWAPs	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456349	ADDED	Additional information	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456409	ADDED	Additional information	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456389	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456532	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456402	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456544	ADDED	dropdown-addresses	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456568	ADDED	dropdown-addresses	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456559	ADDED	dropdown-Chart	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456583	ADDED	dropdown-Chart	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11664-305419	ADDED	sidebar - open casino	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11705-320498	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456592	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11713-326573	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11664-305531	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456702	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11664-305643	ADDED	Skai > Airdrop 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11983-182767	ADDED	Skai > Explorer (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11986-226555	ADDED	Skai > Explorer > Dashboard - transactions (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11986-223183	ADDED	Skai > Explorer 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11989-231104	ADDED	Skai > Explorer > Address (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11989-232490	ADDED	Skai > Explorer > Address > Holdings (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11991-234861	ADDED	Skai > Explorer > Address > Perps (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11991-236086	ADDED	Skai > Explorer > Address > Orders (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11991-237411	ADDED	Skai > Explorer > Address > Orders (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11992-238368	ADDED	Skai > Explorer > Address > Staking (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11992-238830	ADDED	Skai > Explorer > Address > Lending (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-347370	ADDED	Frame 1000003953	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11992-239733	ADDED	Skai > Explorer > Address > Others (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-244576	ADDED	Skai > Explorer > Blocks (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-246468	ADDED	Skai > Explorer > Transactions 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11997-242875	ADDED	Skai > Explorer > Tokens (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11993-241225	ADDED	Skai > Explorer > Analytics 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-251087	ADDED	Skai > Explorer > Tokens (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-256391	ADDED	Skai > Explorer > Gaming (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-262008	ADDED	Skai > Explorer > Addresses (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-366177	ADDED	Frame 1000003963	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-266062	ADDED	Skai > Explorer > DeFi (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-376676	ADDED	Frame 1000003967	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-264346	ADDED	Skai > Explorer > Points (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-257569	ADDED	Skai > Explorer > Governance (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-259528	ADDED	Skai > Explorer > Social (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-260352	ADDED	Skai > Explorer > Lending 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-254527	ADDED	section	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-252837	ADDED	Skai > Explorer > AI 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-253933	ADDED	Skai > Explorer > Launchpad 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-248840	ADDED	Skai > Explorer > Gas tracker (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11986-224020	ADDED	Skai > Explorer 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11667-312902	ADDED	Skai > Yield vaults 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11704-318672	ADDED	Skai > Yield vaults (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11672-313668	ADDED	Skai > Yield vaults > Sample vault item (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11705-319211	ADDED	Skai > Gauge voting - empty 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11705-320003	ADDED	Skai > Gauge voting (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11705-321084	ADDED	Skai > Gauge voting 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11704-318227	ADDED	Skai > Yield vaults > Sample vault item 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12049-413478	ADDED	Withdraw from vault	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11664-306263	ADDED	Skai > Yield vaults 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11706-321921	ADDED	Skai > Yield vaults (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11707-322803	ADDED	Skai > Yield vaults > Sample vault item 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12049-413393	ADDED	Withdraw from vault	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11707-323740	ADDED	Skai > Gauge voting - empty 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11707-324180	ADDED	Skai > Gauge voting - empty (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11708-324886	ADDED	Skai > Gauge voting (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11708-325099	ADDED	Skai > Gauge voting 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11707-323144	ADDED	Skai > Yield vaults > Sample vault item (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11705-320608	ADDED	Skai > Airdrop 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-326822	ADDED	Skai > Explorer (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-435253	ADDED	Skai > Explorer (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-329996	ADDED	Skai > Explorer > Dashboard - transactions (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-337508	ADDED	Skai > Explorer > Address (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-341045	ADDED	Skai > Explorer > Address > Holdings (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-342710	ADDED	Skai > Explorer > Address > Perps (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-343923	ADDED	Skai > Explorer > Address > Orders (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-345258	ADDED	Skai > Explorer > Address > Orders (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-346238	ADDED	Skai > Explorer > Address > Staking (375 x 812px))	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-346919	ADDED	Skai > Explorer > Address > Lending (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-347934	ADDED	Skai > Explorer > Address > Others (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-348921	ADDED	Skai > Explorer > Analytics (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-350745	ADDED	Skai > Explorer > Tokens (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-351710	ADDED	Skai > Explorer > Blocks (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12000-357207	ADDED	Skai > Explorer > Gas tracker (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12000-359408	ADDED	Skai > Explorer > Tokens (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-362424	ADDED	Skai > Explorer > AI (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-363043	ADDED	Skai > Explorer > Launchpad (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-365886	ADDED	Skai > Explorer > Gaming (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-368183	ADDED	Skai > Explorer > Governance (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-370309	ADDED	Skai > Explorer > Social (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-371015	ADDED	Skai > Explorer > Lending (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-371549	ADDED	Skai > Explorer > Points (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-379226	ADDED	Skai > Explorer > DeFi (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-376043	ADDED	Skai > Explorer > Addresses (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-374466	ADDED	Skai > Explorer > Points (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12001-364997	ADDED	section	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-354592	ADDED	Skai > Explorer > Transactions (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-348680	ADDED	Frame 1000003955	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-328323	ADDED	Skai > Explorer 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11998-329118	ADDED	Skai > Explorer 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11667-310237	ADDED	Skai > Airdrop - not eligible > wallets 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11667-310501	ADDED	Skai > Airdrop - not eligible > wallets 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11667-311059	ADDED	Skai > Airdrop - not eligible (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11667-311323	ADDED	Skai > Airdrop - not eligible (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
